NEName,NeType,CollectTime,Interval,RegAtt,RegSucc,RegFail,InvAtt,InvSucc,InvFail,Rsp4xx,Rsp5xx,Rsp6xx,ActSess,SetupTime,CpuLoad,MemLoad,MsgRx,MsgTx
IMS-CSCF-A02,S_CSCF,20260605035500,5,923,902,21,571,562,9,24,5,1,1979,127.64,29.89,40.47,9085,8768
IMS-CSCF-A02,S_CSCF,20260605040000,5,913,889,24,565,560,5,23,5,1,1958,115.92,30.99,42.35,9060,8296
IMS-CSCF-A02,S_CSCF,20260605040500,5,882,875,7,546,533,13,15,4,1,1890,131.44,29.92,43.04,8882,8555
IMS-CSCF-A02,S_CSCF,20260605041000,5,933,910,23,577,566,11,27,6,1,2000,133.52,30.14,43.47,9411,8655
IMS-CSCF-A02,S_CSCF,20260605041500,5,950,933,17,588,582,6,18,4,1,2037,119.79,28.52,46.19,9546,8874
IMS-CSCF-A02,S_CSCF,20260605042000,5,934,925,9,578,568,10,14,4,1,2002,126.5,29.96,43.54,9386,8976
IMS-CSCF-A02,S_CSCF,20260605042500,5,937,911,26,580,567,13,31,7,1,2008,127.04,30.04,43.11,9238,8977
IMS-CSCF-A02,S_CSCF,20260605043000,5,1004,976,28,621,608,13,32,7,2,2152,127.86,31.03
IMS-CSCF-A02,S_CSCF,20260605043500,5,928,918,10,574,568,6,12,3,1,1990,130.91,30.75,42.22,9091,8925
IMS-CSCF-A02,S_CSCF,20260605044000,5,923,917,6,571,555,16,17,4,1,1978,125.39,24.19,43.01,9277,8369
IMS-CSCF-A02,S_CSCF,20260605044500,5,937,928,9,580,570,10,15,3,1,2009,134.84,33.6,44.37,9693,8596
IMS-CSCF-A02,S_CSCF,20260605045000,5,970,962,8,600,584,16,19,4,1,2078,120.66,28.68,42.15,9934,8966
IMS-CSCF-A02,S_CSCF,20260605045500,5,955,950,5,591,576,15,15,4,1,2046,132.85,26.92,41.29,9384,8880
IMS-CSCF-A02,S_CSCF,20260605050000,5,920,909,11,569,555,14,20,4,1,1972,120.62,27.72,41.93,9517,8365
IMS-CSCF-A02,S_CSCF,20260605050500,5,997,970,27,617,600,17,36,7,1,2138,121.35,33.01,41.41,10318,9211
IMS-CSCF-A02,S_CSCF,20260605051000,5,943,935,8,584,580,4,10,2,0,2022,126.63,29.49,45.46,9313,8703
IMS-CSCF-A02,S_CSCF,20260605051500,5,1018,1007,11,630,620,10,16,4,1,2181,127.82,30.23,41.35,10412,9561
IMS-CSCF-A02,S_CSCF,20260605052000,5,995,965,30,615,612,3,26,6,1,2132,128.97,26.58,42.48,10253,9374
IMS-CSCF-A02,S_CSCF,20260605052500,5,996,986,10,616,603,13,18,4,1,2134,127.81,30.15,40.66,9867,9618
IMS-CSCF-A02,S_CSCF,20260605053000,5,967,945,22,599,587,12,27,6,1,2073,130.16,31.36,41.54,9540,8851
IMS-CSCF-A02,S_CSCF,20260605053500,5,961,950,11,594,577,17,22,5,1,2059,126.48,32.17,43.84,9923,9269
IMS-CSCF-A02,S_CSCF,20260605054000,5,1056,1028,28,654,649,5,26,6,1,2264,132.96,31.71,44.77,10292,10212
IMS-CSCF-A02,S_CSCF,20260605054500,5,980,972,8,606,602,4,10,2,0,2100,134.5,33.21,43.22,9743,9122
IMS-CSCF-A02,S_CSCF,20260605055000,5,1099,1078,21,680,661,19,30,8,2,2355,133.25,31.66,44.59,10680,10464
IMS-CSCF-A02,S_CSCF,20260605055500,5,1093,1067,26,676,665,11,29,6,2,2343,130.24,32.6,43.97,11256,10585
IMS-CSCF-A02,S_CSCF,20260605060000,5,1033,1018,15,639,635,4,14,4,1,2214,124.74,29.12,41.95,10242,9826
IMS-CSCF-A02,S_CSCF,20260605060500,5,1103,1073,30,683,663,20,40,8,2,2364,127.7,29.69,44.53,10899,10364
IMS-CSCF-A02,S_CSCF,20260605061000,5,1111,1092,19,687,674,13,25,6,1,2380,129.24,34.01,41.78,11335,10708
IMS-CSCF-A02,S_CSCF,20260605061500,5,1105,1078,27,684,665,19,35,9,2,2369,138.15,30.74,42.76,11135,10546
IMS-CSCF-A02,S_CSCF,20260605062000,5,1217,1186,31,753,737,16,38,8,1,2609,126.27,30.98,46.05,12044,11119
IMS-CSCF-A02,S_CSCF,20260605062500,5,1123,1114,9,695,674,21,23,6,1,2407,138.27,29.86,44.93,10978,10783
IMS-CSCF-A02,S_CSCF,20260605063000,5,1169,1143,26,723,714,9,28,6,1,2505,125.34,36.0,42.51,11870,10665
IMS-CSCF-A02,S_CSCF,20260605063500,5,1204,1186,18,745,740,5,18,4,1,2580,136.74,32.39,44.47,11797,11025
IMS-CSCF-A02,S_CSCF,20260605064000,5,1245,1219,26,770,752,18,33,8,3,2668,136.55,33.28,44.17,12602,11940
IMS-CSCF-A02,S_CSCF,20260605064500,5,1167,1140,27,722,714,8,28,6,1,2501,129.52,29.7,45.81,12078,10698
IMS-CSCF-A02,S_CSCF,20260605065000,5,1210,1182,28,749,727,22,40,8,2,2594,135.01,32.71,43.41,12203,11718
IMS-CSCF-A02,S_CSCF,20260605065500,5,1213,1182,31,751,741,10,31,8,2,2600,139.18,33.46,45.12,12130,11633
IMS-CSCF-A02,S_CSCF,20260605070000,5,1236,1226,10,765,753,12,17,4,1,2650,125.84,36.27,44.41,12258,11237
IMS-CSCF-A02,S_CSCF,20260605070500,5,1309,1297,12,810,787,23,28,6,1,2805,142.97,34.53,47.19,12728,12164
IMS-CSCF-A02,S_CSCF,20260605071000,5,1349,1326,23,835,813,22,35,9,1,2891,136.17,33.53,44.82,13650,13002
IMS-CSCF-A02,S_CSCF,20260605071500,5,1389,1354,35,860,844,16,40,9,2,2978,127.83,40.28,45.33,13977,12738
IMS-CSCF-A02,S_CSCF,20260605072000,5,1431,1412,19,886,873,13,25,6,1,3068,131.62,34.38,48.42,14552,13800
IMS-CSCF-A02,S_CSCF,20260605072500,5,1423,1381,42,881,866,15,43,11,3,3050,135.4,35.77,44.4,13855,13284
IMS-CSCF-A02,S_CSCF,20260605073000,5,1451,1416,35,898,890,8,33,7,3,3109,131.77,37.98,43.96,14280,13519
IMS-CSCF-A02,S_CSCF,20260605073500,5,1479,1436,43,915,906,9,41,9,2,3169,125.15,36.21,46.12,15252,13742
IMS-CSCF-A02,S_CSCF,20260605074000,5,1536,1500,36,951,946,5,31,8,2,3292,130.14,36.32,45.42,15916,14082
IMS-CSCF-A02,S_CSCF,20260605074500,5,1531,1490,41,948,941,7,38,8,2,3282,141.29,36.41,46.05,15051,14769
IMS-CSCF-A02,S_CSCF,20260605075000,5,1646,1622,24,1019,999,20,35,7,2,3528,143.63,34.98,47.91,16626,15504
IMS-CSCF-A02,S_CSCF,20260605075500,5,1553,1515,38,961,934,27,51,11,3,3329,134.86,37.53,44.68,16030,14149
IMS-CSCF-A02,S_CSCF,20260605080000,5,1734,1698,36,1073,1043,30,52,12,2,3717,140.43,41.77,47.57,17951,15859
IMS-CSCF-A02,S_CSCF,20260605080500,5,1550,1513,37,959,942,17,41,11,2,3321,137.77,38.61,46.79,15996,14403
IMS-CSCF-A02,S_CSCF,20260605081000,5,1675,1631,44,1037,1028,9,41,10,2,3590,134.58,38.31,49.1,16612,15874
IMS-CSCF-A02,S_CSCF,20260605081500,5,1744,1729,15,1079,1067,12,21,5,1,3738,139.22,40.99,44.51,17987,16294
IMS-CSCF-A02,S_CSCF,20260605082000,5,1736,1714,22,1075,1058,17,30,7,2,3721,129.04,38.52,47.09,16966,16005
IMS-CSCF-A02,S_CSCF,20260605082500,5,1870,1830,40,1157,1129,28,54,13,1,4007,135.0,42.89,47.0,18784,17329
IMS-CSCF-A02,S_CSCF,20260605083000,5,1904,1857,47,1178,1162,16,49,10,4,4080,145.9,43.47,50.44,19164,17764
IMS-CSCF-A02,S_CSCF,20260605083500,5,1813,1779,34,1122,1106,16,40,9,1,3885,138.86,40.24,49.98,17616,17416
IMS-CSCF-A02,S_CSCF,20260605084000,5,1884,1866,18,1166,1143,23,31,8,2,4037,129.87,40.39
IMS-CSCF-A02,S_CSCF,20260605084500,5,1916,1878,38,1186,1157,29,51,13,3,4107,139.36,39.67,47.87,19789,17486
IMS-CSCF-A02,S_CSCF,20260605085000,5,2021,2006,15,1251,1241,10,20,4,1,4331,136.6,47.54,46.17,19734,18375
IMS-CSCF-A02,S_CSCF,20260605085500,5,2015,1974,41,1247,1234,13,41,10,3,4318,140.15,43.33,46.26,20548,18657
IMS-CSCF-A02,S_CSCF,20260605090000,5,1997,1946,51,1236,1221,15,52,12,2,4280,129.29,39.7,48.37,19907,18863
IMS-CSCF-A02,S_CSCF,20260605090500,5,2077,2051,26,1286,1258,28,42,9,3,4452,134.31,44.64,50.15,20361,20170
IMS-CSCF-A02,S_CSCF,20260605091000,5,2148,2101,47,1330,1299,31,60,15,3,4604,136.94,44.88,48.29,21370,20641
IMS-CSCF-A02,S_CSCF,20260605091500,5,2141,2088,53,1325,1288,37,68,17,5,4588,137.62,44.94,49.4,21036,20158
IMS-CSCF-A02,S_CSCF,20260605092000,5,2147,2092,55,1329,1304,25,62,15,3,4602,136.51,46.1,49.39,21680,20088
IMS-CSCF-A02,S_CSCF,20260605092500,5,2214,2177,37,1371,1346,25,49,11,2,4746,144.53,50.2,48.15,21828,20910
IMS-CSCF-A02,S_CSCF,20260605093000,5,2108,2065,43,1305,1272,33,60,14,2,4517,131.18,45.88,49.57,21363,19490
IMS-CSCF-A02,S_CSCF,20260605093500,5,2207,2145,62,1366,1331,35,78,17,2,4730,133.83,45.45,50.38,22433,20323
IMS-CSCF-A02,S_CSCF,20260605094000,5,2186,2123,63,1353,1336,17,61,16,3,4685,136.33,45.65,50.98,21564,20753
IMS-CSCF-A02,S_CSCF,20260605094500,5,2275,2246,29,1408,1394,14,35,7,1,4875,141.17,48.02,48.74,23517,21848
IMS-CSCF-A02,S_CSCF,20260605095000,5,2174,2144,30,1346,1338,8,30,7,1,4659,136.64,45.48,46.7,21703,21046
IMS-CSCF-A02,S_CSCF,20260605095500,5,2267,2230,37,1403,1365,38,58,14,3,4859,136.61,45.63,50.63,23392,21800
IMS-CSCF-A02,S_CSCF,20260605100000,5,2326,2261,65,1440,1415,25,72,16,2,4984,144.69,44.76,51.0,23339,21439
IMS-CSCF-A02,S_CSCF,20260605100500,5,2358,2314,44,1460,1418,42,68,16,2,5054,133.14,50.54,50.68,24412,22099
IMS-CSCF-A02,S_CSCF,20260605101000,5,2398,2345,53,1484,1449,35,67,17,4,5139,151.81,46.49,49.76,23591,22426
IMS-CSCF-A02,S_CSCF,20260605101500,5,2369,2323,46,1466,1433,33,62,13,4,5077,148.08,48.44,52.67,23864,22922
IMS-CSCF-A02,S_CSCF,20260605102000,5,2274,2221,53,1408,1378,30,64,16,3,4874,142.8,47.51,48.92,22672,21511
IMS-CSCF-A02,S_CSCF,20260605102500,5,2476,2461,15,1533,1507,26,32,7,2,5307,137.88,50.74,49.56,24613,23332
IMS-CSCF-A02,S_CSCF,20260605103000,5,2421,2386,35,1499,1481,18,42,9,2,5189,144.21,46.68,49.35,24926,22605
IMS-CSCF-A02,S_CSCF,20260605103500,5,2491,2446,45,1542,1511,31,60,12,4,5338,139.38,47.07,51.11,25547,23013
IMS-CSCF-A02,S_CSCF,20260605104000,5,2608,2577,31,1614,1574,40,56,13,2,5589,139.52,47.56,50.48,26945,24785
IMS-CSCF-A02,S_CSCF,20260605104500,5,2398,2333,65,1484,1445,39,80,18,6,5138,141.14,48.55,51.13,23750,23180
IMS-CSCF-A02,S_CSCF,20260605105000,5,2483,2446,37,1537,1508,29,52,12,2,5320,141.06,46.38,52.82,25392,23879
IMS-CSCF-A02,S_CSCF,20260605105500,5,2456,2388,68,1520,1501,19,69,16,2,5263,148.33,47.7,52.89,25124,22362
IMS-CSCF-A02,S_CSCF,20260605110000,5,2547,2483,64,1577,1564,13,60,13,4,5458,147.93,50.16,49.89,25715,23195
IMS-CSCF-A02,S_CSCF,20260605110500,5,2366,2348,18,1465,1439,26,36,7,1,5071,141.65,50.55,51.61,24034,21578
IMS-CSCF-A02,S_CSCF,20260605110500,5,2366,2348,18,1465,1439,26,36,7,1,5071,141.65,50.55,51.61,24034,21578
IMS-CSCF-A02,S_CSCF,20260605111000,5,2422,2371,51,1499,1472,27,61,13,4,5190,144.93,49.37,52.4,25015,22847
IMS-CSCF-A02,S_CSCF,20260605111500,5,2340,2291,49,1448,1414,34,64,15,4,5014,133.18,46.88,49.01,23920,21366
IMS-CSCF-A02,S_CSCF,20260605112000,5,2418,2356,62,1497,1455,42,83,18,3,5182,152.22,46.23,51.97,24708,22359
IMS-CSCF-A02,S_CSCF,20260605112500,5,2347,2300,47,1453,1414,39,66,17,3,5031,142.08,49.11,47.54,23264,21874
IMS-CSCF-A02,S_CSCF,20260605113000,5,2530,2480,50,1566,1551,15,51,12,2,5423,140.8,47.61,51.42,25607,23484
IMS-CSCF-A02,S_CSCF,20260605113500,5,2236,2171,65,1384,1367,17,62,16,4,4792,138.33,45.8,48.44,21816,21155
IMS-CSCF-A02,S_CSCF,20260605114000,5,2428,2356,72,1503,1475,28,79,17,4,5203,133.19,48.52
IMS-CSCF-A02,S_CSCF,20260605114500,5,2299,2235,64,1423,1415,8,54,14,4,4926,144.79,45.51,50.02,22993,21831
IMS-CSCF-A02,S_CSCF,20260605115000,5,2288,2258,30,1416,1404,12,33,8,1,4904,128.78,43.37
IMS-CSCF-A02,S_CSCF,20260605115500,5,2300,2287,13,1423,1407,16,23,5,1,4928,138.37,46.71,51.37,23397,22250
IMS-CSCF-A02,S_CSCF,20260605120000,5,2399,2360,39,1485,1462,23,48,12,2,5142,150.54,45.12,49.75,23922,21892
IMS-CSCF-A02,S_CSCF,20260605120500,5,2283,2263,20,1413,1377,36,44,11,1,4893,149.18,44.38,48.98,22544,21772
IMS-CSCF-A02,S_CSCF,20260605121000,5,2156,2094,62,1335,1316,19,65,14,2,4621,142.48,44.83,47.11,22294,20395
IMS-CSCF-A02,S_CSCF,20260605121500,5,2371,2309,62,1467,1444,23,65,15,5,5081,142.37,49.11,50.81,24041,22983
IMS-CSCF-A02,S_CSCF,20260605122000,5,2212,2162,50,1369,1348,21,57,12,2,4741,145.3,47.51,51.17,22127,20099
IMS-CSCF-A02,S_CSCF,20260605122500,5,2262,2209,53,1400,1379,21,56,14,4,4849,130.99,45.85,52.93,22439,21949
IMS-CSCF-A02,S_CSCF,20260605123000,5,2396,2339,57,1483,1447,36,73,18,2,5134,140.11,50.51,50.95,24577,22815
IMS-CSCF-A02,S_CSCF,20260605123500,5,2112,2100,12,1307,1272,35,38,8,1,4527,143.89,43.13,50.05,21499,19523
IMS-CSCF-A02,S_CSCF,20260605124000,5,2242,2207,35,1388,1363,25,48,11,1,4805,132.83,45.3,49.96,22795,20675
IMS-CSCF-A02,S_CSCF,20260605124500,5,2154,2094,60,1333,1297,36,74,19,3,4616,138.45,44.23,51.64,21647,19685
IMS-CSCF-A02,S_CSCF,20260605125000,5,2127,2104,23,1316,1280,36,47,10,2,4558,141.05,45.15,50.33,21011,20195
IMS-CSCF-A02,S_CSCF,20260605125500,5,2207,2184,23,1366,1328,38,48,10,3,4730,134.52,45.5,50.22,21711,20474
IMS-CSCF-A02,S_CSCF,20260605130000,5,2025,1984,41,1253,1229,24,51,11,3,4340,137.02,45.29,50.52,20721,19654
IMS-CSCF-A02,S_CSCF,20260605130500,5,2175,2139,36,1346,1308,38,56,14,4,4660,135.66,46.39,50.05,21238,20352
IMS-CSCF-A02,S_CSCF,20260605131000,5,2020,1960,60,1250,1217,33,72,18,3,4330,133.07,43.77,46.07,20198,18958
IMS-CSCF-A02,S_CSCF,20260605131500,5,2145,2084,61,1327,1290,37,80,16,2,4596,147.11,43.26,49.25,22213,19762
IMS-CSCF-A02,S_CSCF,20260605132000,5,2053,2003,50,1271,1248,23,57,13,3,4401,139.63,43.18,47.47,20965,19717
IMS-CSCF-A02,S_CSCF,20260605132500,5,2113,2051,62,1308,1287,21,63,16,4,4529,149.77,44.89,49.19,21019,20285
IMS-CSCF-A02,S_CSCF,20260605133000,5,2054,2019,35,1271,1250,21,44,11,1,4401,146.78,40.01,47.89,20152,19859
IMS-CSCF-A02,S_CSCF,20260605133500,5,2032,1984,48,1258,1226,32,63,13,4,4355,136.76,41.93,49.28,20756,18651
IMS-CSCF-A02,S_CSCF,20260605134000,5,2000,1981,19,1238,1231,7,20,5,1,4286,143.42,40.17,46.86,20491,18685
IMS-CSCF-A02,S_CSCF,20260605134500,5,1989,1973,16,1231,1195,36,41,10,1,4262,132.27,43.09,48.6,19426,18067
IMS-CSCF-A02,S_CSCF,20260605135000,5,1878,1841,37,1163,1136,27,51,11,2,4026,134.6,41.16,46.33,19182,17348
IMS-CSCF-A02,S_CSCF,20260605135500,5,1909,1876,33,1182,1162,20,43,9,1,4092,139.19,43.84,45.73,19555,17777
IMS-CSCF-A02,S_CSCF,20260605140000,5,2065,2016,49,1278,1263,15,48,12,4,4425,136.79,41.3,48.98,20968,19081
IMS-CSCF-A02,S_CSCF,20260605140500,5,2010,1986,24,1244,1229,15,32,6,1,4307,140.19,44.77,48.95,19597,18853
IMS-CSCF-A02,S_CSCF,20260605141000,5,1797,1764,33,1112,1097,15,38,9,1,3851,143.62,36.66,48.46,18393,17122
IMS-CSCF-A02,S_CSCF,20260605141000,5,1797,1764,33,1112,1097,15,38,9,1,3851,143.62,36.66,48.46,18393,17122
IMS-CSCF-A02,S_CSCF,20260605141500,5,1886,1857,29,1167,1143,24,42,10,1,4042,153.53,36.18,46.95,18342,17200
IMS-CSCF-A02,S_CSCF,20260605142000,5,1903,1878,25,1178,1144,34,47,10,2,4077,149.06,43.28,46.77,18648,18437
IMS-CSCF-A02,S_CSCF,20260605142000,5,1903,1878,25,1178,1144,34,47,10,2,4077,149.06,43.28,46.77,18648,18437
IMS-CSCF-A02,S_CSCF,20260605142500,5,1792,1765,27,1109,1091,18,35,9,1,3840,145.48,40.08,45.12,18275,16280
IMS-CSCF-A02,S_CSCF,20260605143000,5,2003,1984,19,1240,1220,20,29,8,2,4293,147.59,43.06,50.63,19912,19108
IMS-CSCF-A02,S_CSCF,20260605143500,5,1866,1825,41,1155,1126,29,56,12,2,4000,133.9,39.8,46.7,18142,17376
IMS-CSCF-A02,S_CSCF,20260605144000,5,1762,1719,43,1091,1068,23,52,12,2,3776,138.58,38.42,44.74,18032,17040
IMS-CSCF-A02,S_CSCF,20260605144500,5,1787,1769,18,1106,1078,28,36,8,2,3829,139.47,38.78,45.94,17496,16566
IMS-CSCF-A02,S_CSCF,20260605145000,5,1920,1891,29,1189,1169,20,37,9,3,4116,140.79,41.06,47.06,19430,17507
IMS-CSCF-A02,S_CSCF,20260605145500,5,1868,1829,39,1156,1123,33,56,14,2,4004,134.18,39.86,47.28,18703,17016
IMS-CSCF-A02,S_CSCF,20260605150000,5,1827,1795,32,1131,1121,10,32,8,2,3915,133.03,37.87,44.61,18819,17078
IMS-CSCF-A02,S_CSCF,20260605150500,5,1789,1752,37,1107,1081,26,48,11,4,3833,136.56,42.16,47.85,17473,16689
IMS-CSCF-A02,S_CSCF,20260605151000,5,1803,1793,10,1116,1096,20,24,5,1,3864,131.81,41.74,50.48,17924,17256
IMS-CSCF-A02,S_CSCF,20260605151500,5,1744,1725,19,1079,1054,25,34,8,2,3737,141.22,37.84,45.72,17977,16588
IMS-CSCF-A02,S_CSCF,20260605152000,5,1856,1817,39,1149,1115,34,57,13,3,3977,138.37,40.02,48.12,18865,17700
IMS-CSCF-A02,S_CSCF,20260605152500,5,1917,1862,55,1187,1179,8,50,11,2,4109,138.21,40.6,45.24,19552,17486
IMS-CSCF-A02,S_CSCF,20260605153000,5,1929,1913,16,1194,1158,36,41,9,2,4134,129.52,41.26,50.92,19812,18123
IMS-CSCF-A02,S_CSCF,20260605153500,5,1921,1884,37,1189,1161,28,50,12,3,4118,149.2,42.73,47.38,19703,17638
IMS-CSCF-A02,S_CSCF,20260605154000,5,1862,1848,14,1153,1123,30,35,8,1,3991,145.89,41.13,49.33,18393,18014
IMS-CSCF-A02,S_CSCF,20260605154500,5,2063,2027,36,1277,1250,27,48,11,4,4421,144.73,44.75,50.58,21252,19175
IMS-CSCF-A02,S_CSCF,20260605155000,5,1929,1873,56,1194,1186,8,51,11,2,4135,131.32,40.89,46.86,19786,17921
IMS-CSCF-A02,S_CSCF,20260605155500,5,2049,2020,29,1268,1258,10,30,7,2,4391,148.91,44.08,48.65,20940,18766
IMS-CSCF-A02,S_CSCF,20260605160000,5,2023,1981,42,1252,1235,17,48,10,1,4336,137.28,46.4,48.94,19794,18917
IMS-CSCF-A02,S_CSCF,20260605160500,5,1997,1981,16,1236,1205,31,37,8,2,4280,136.54,42.09,48.13,20572,19304
IMS-CSCF-A02,S_CSCF,20260605161000,5,2024,2000,24,1253,1240,13,28,7,2,4338,150.59,44.06,50.15,20930,19013
IMS-CSCF-A02,S_CSCF,20260605161500,5,2116,2078,38,1310,1285,25,48,11,4,4536,132.79,43.94,49.39,20638,19971
IMS-CSCF-A02,S_CSCF,20260605162000,5,2094,2053,41,1296,1265,31,56,12,4,4489,142.68,44.32,50.25,21076,20011
IMS-CSCF-A02,S_CSCF,20260605162500,5,2083,2044,39,1289,1260,29,53,13,2,4464,153.83,43.29,47.23,21169,19836
