NEName,NeType,CollectTime,Interval,RegAtt,RegSucc,RegFail,InvAtt,InvSucc,InvFail,Rsp4xx,Rsp5xx,Rsp6xx,ActSess,SetupTime,CpuLoad,MemLoad,MsgRx,MsgTx
IMS-CSCF-A01,P_CSCF,20260601035500,5,1283,1251,32,794,786,8,31,8,1,2751,136.72,34.69,46.29,13069,11988
IMS-CSCF-A01,P_CSCF,20260601040000,5,1245,1234,11,770,748,22,26,6,1,2668,135.78,35.49,44.66,12108,11969
IMS-CSCF-A01,P_CSCF,20260601040500,5,1308,1298,10,810,795,15,20,4,1,2804,126.56,34.61,44.62,13406,12042
IMS-CSCF-A01,P_CSCF,20260601041000,5,1266,1239,27,783,763,20,37,8,2,2713,130.63,31.86,47.14,12501,11649
IMS-CSCF-A01,P_CSCF,20260601041500,5,1310,1281,29,811,806,5,26,7,1,2808,128.78,33.88,42.64,13123,12644
IMS-CSCF-A01,P_CSCF,20260601042000,5,1361,1334,27,842,823,19,37,8,1,2917,123.24,34.42,47.15,13353,12517
IMS-CSCF-A01,P_CSCF,20260601042500,5,1283,1261,22,794,779,15,28,7,2,2749,132.09,29.8,44.71,12859,12260
IMS-CSCF-A01,P_CSCF,20260601043000,5,1297,1287,10,803,780,23,26,6,1,2781,134.51,33.49,46.28,12757,11830
IMS-CSCF-A01,P_CSCF,20260601043500,5,1310,1298,12,811,806,5,13,3,1,2808,124.86,34.42,46.37,13226,12494
IMS-CSCF-A01,P_CSCF,20260601044000,5,1325,1317,8,820,814,6,10,3,1,2840,125.5,33.73,46.61,13438,12518
IMS-CSCF-A01,P_CSCF,20260601044500,5,1334,1298,36,826,819,7,33,8,2,2859,128.24,35.58
IMS-CSCF-A01,P_CSCF,20260601045000,5,1293,1279,14,800,781,19,26,6,1,2770,129.77,33.48,45.59,13353,12044
IMS-CSCF-A01,P_CSCF,20260601045500,5,1303,1269,34,806,785,21,43,9,3,2793,126.6,34.59,44.53,12659,12528
IMS-CSCF-A01,P_CSCF,20260601050000,5,1401,1363,38,867,844,23,46,11,4,3002,140.57,35.69,45.32,13665,12946
IMS-CSCF-A01,P_CSCF,20260601050500,5,1439,1412,27,891,869,22,39,9,1,3085,131.75,34.69,47.49,14129,13481
IMS-CSCF-A01,P_CSCF,20260601051000,5,1272,1262,10,787,783,4,12,2,0,2725,145.4,33.03,44.38,12358,11535
IMS-CSCF-A01,P_CSCF,20260601051500,5,1312,1277,35,812,806,6,31,8,2,2812,129.1,33.01,46.51,12776,12706
IMS-CSCF-A01,P_CSCF,20260601052000,5,1368,1334,34,846,833,13,37,8,2,2931,136.31,35.63,46.83,14155,12522
IMS-CSCF-A01,P_CSCF,20260601052500,5,1454,1416,38,900,893,7,34,8,3,3117,139.23,30.77,46.81,14152,13759
IMS-CSCF-A01,P_CSCF,20260601053000,5,1409,1400,9,872,860,12,16,4,1,3020,136.99,38.55,45.2,14436,13128
IMS-CSCF-A01,P_CSCF,20260601053500,5,1298,1265,33,803,793,10,34,7,2,2782,134.37,36.55,44.63,13034,11861
IMS-CSCF-A01,P_CSCF,20260601054000,5,1344,1310,34,832,827,5,30,8,1,2881,133.5,34.34,44.64,13180,12979
IMS-CSCF-A01,P_CSCF,20260601054500,5,1402,1376,26,868,846,22,38,9,1,3006,125.32,38.9,47.41,13991,12890
IMS-CSCF-A01,P_CSCF,20260601055000,5,1517,1509,8,939,915,24,25,6,1,3252,134.99,34.97,42.38,14909,13793
IMS-CSCF-A01,P_CSCF,20260601055500,5,1485,1464,21,919,908,11,24,6,2,3183,128.97,40.6,47.76,14925,13570
IMS-CSCF-A01,P_CSCF,20260601060000,5,1541,1525,16,954,940,14,24,5,1,3303,140.94,35.56,45.0,15185,14419
IMS-CSCF-A01,P_CSCF,20260601060500,5,1511,1468,43,935,912,23,52,13,1,3237,132.99,36.36,44.34,15291,13945
IMS-CSCF-A01,P_CSCF,20260601061000,5,1560,1515,45,965,956,9,44,9,1,3343,133.53,36.56,46.59,16084,14244
IMS-CSCF-A01,P_CSCF,20260601061500,5,1631,1603,28,1009,980,29,44,11,2,3495,146.12,38.23,48.3,16726,14795
IMS-CSCF-A01,P_CSCF,20260601062000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMS-CSCF-A01,P_CSCF,20260601062500,5,1614,1582,32,999,971,28,48,10,2,3459,142.79,36.5,43.83,15968,15450
IMS-CSCF-A01,P_CSCF,20260601063000,5,1637,1614,23,1013,989,24,38,8,1,3508,141.53,40.52,43.57,16676,14977
IMS-CSCF-A01,P_CSCF,20260601063500,5,1617,1604,13,1001,978,23,29,6,1,3465,150.77,38.56,46.46,16404,14800
IMS-CSCF-A01,P_CSCF,20260601064000,5,1775,1762,13,1099,1085,14,21,5,1,3804,142.13,39.21,45.4,17785,16592
IMS-CSCF-A01,P_CSCF,20260601064500,5,1548,1540,8,958,949,9,13,3,1,3317,132.66,36.96,47.95,15494,14691
IMS-CSCF-A01,P_CSCF,20260601065000,5,1706,1670,36,1056,1047,9,37,7,1,3657,131.34,39.58,49.3,17034,16341
IMS-CSCF-A01,P_CSCF,20260601065500,5,1624,1597,27,1005,985,20,37,8,2,3482,139.12,34.44,45.47,16361,14844
IMS-CSCF-A01,P_CSCF,20260601070000,5,1735,1691,44,1074,1058,16,45,12,3,3718,141.34,36.5,46.07,17029,16168
IMS-CSCF-A01,P_CSCF,20260601070500,5,1827,1795,32,1131,1104,27,47,11,1,3916,137.78,43.81,48.71,17846,16662
IMS-CSCF-A01,P_CSCF,20260601071000,5,1896,1883,13,1173,1141,32,35,9,1,4062,138.16,43.81,45.71,18805,17886
IMS-CSCF-A01,P_CSCF,20260601071500,5,1968,1924,44,1218,1212,6,40,8,2,4218,132.91,40.0,48.9,19994,18199
IMS-CSCF-A01,P_CSCF,20260601072000,5,1825,1800,25,1129,1099,30,42,11,2,3910,146.77,42.71,47.08,18586,17401
IMS-CSCF-A01,P_CSCF,20260601072500,5,1944,1893,51,1203,1189,14,50,12,3,4167,131.71,42.86,50.34,19580,17895
IMS-CSCF-A01,P_CSCF,20260601073000,5,1970,1950,20,1219,1206,13,25,6,2,4223,137.37,39.51,47.03,19894,18488
IMS-CSCF-A01,P_CSCF,20260601073500,5,1908,1879,29,1181,1147,34,49,12,2,4090,129.82,41.46,49.41,19425,17472
IMS-CSCF-A01,P_CSCF,20260601074000,5,2070,2023,47,1281,1260,21,53,13,2,4436,135.79,44.89,48.87,21297,19598
IMS-CSCF-A01,P_CSCF,20260601074500,5,2186,2121,65,1353,1337,16,61,15,5,4685,142.75,44.32,52.07,22488,20699
IMS-CSCF-A01,P_CSCF,20260601075000,5,2211,2157,54,1369,1351,18,55,13,4,4738,144.81,44.94,50.36,22589,20720
IMS-CSCF-A01,P_CSCF,20260601075500,5,2285,2256,29,1414,1375,39,54,11,3,4898,145.68,47.76,47.77,22444,20784
IMS-CSCF-A01,P_CSCF,20260601080000,5,2297,2241,56,1421,1387,34,70,16,4,4922,148.07,45.76,48.16,23217,21616
IMS-CSCF-A01,P_CSCF,20260601080500,5,2374,2346,28,1469,1438,31,45,12,2,5088,135.8,50.31,52.2,24525,22169
IMS-CSCF-A01,P_CSCF,20260601081000,5,2375,2337,38,1470,1460,10,36,9,3,5090,134.44,48.89,51.49,23310,21810
IMS-CSCF-A01,P_CSCF,20260601081500,5,2472,2414,58,1530,1493,37,73,17,5,5297,149.04,47.25,50.88,24521,22463
IMS-CSCF-A01,P_CSCF,20260601082000,5,2399,2345,54,1485,1444,41,75,17,3,5142,141.81,49.7,49.53,23351,22756
IMS-CSCF-A01,P_CSCF,20260601082500,5,2537,2517,20,1570,1542,28,37,9,2,5437,149.61,50.02,49.46,24661,24004
IMS-CSCF-A01,P_CSCF,20260601083000,5,2494,2470,24,1544,1532,12,28,7,1,5346,142.42,48.57,49.42,25771,24014
IMS-CSCF-A01,P_CSCF,20260601083500,5,2520,2500,20,1560,1525,35,43,10,2,5400,142.57,49.47,51.98,25269,23201
IMS-CSCF-A01,P_CSCF,20260601084000,5,2648,2600,48,1639,1603,36,65,16,3,5674,142.72,50.53,53.19,26379,25191
IMS-CSCF-A01,P_CSCF,20260601084500,5,2751,2697,54,1703,1677,26,61,15,4,5896,143.65,54.05,53.92,27874,26628
IMS-CSCF-A01,P_CSCF,20260601085000,5,2593,2546,47,1605,1572,33,62,15,3,5558,148.15,49.59,50.06,25291,24832
IMS-CSCF-A01,P_CSCF,20260601085500,5,2749,2728,21,1702,1671,31,42,8,2,5891,140.93,52.01,52.46,26914,26253
IMS-CSCF-A01,P_CSCF,20260601090000,5,2780,2748,32,1721,1697,24,45,9,2,5957,145.36,52.71,54.01,27712,26700
IMS-CSCF-A01,P_CSCF,20260601090500,5,2900,2874,26,1795,1776,19,35,8,2,6216,141.19,56.57,52.82,30023,26806
IMS-CSCF-A01,P_CSCF,20260601091000,5,2852,2837,15,1765,1716,49,50,12,2,6112,165.19,53.14,53.3,28504,27173
IMS-CSCF-A01,P_CSCF,20260601091500,5,2836,2815,21,1755,1741,14,26,7,2,6077,148.46,53.8,53.0,29071,27482
IMS-CSCF-A01,P_CSCF,20260601092000,5,2868,2796,72,1775,1740,35,82,20,5,6146,145.42,53.81,55.7,28790,27785
IMS-CSCF-A01,P_CSCF,20260601092500,5,3068,3038,30,1899,1888,11,32,7,2,6575,150.31,56.61,54.28,30133,27833
IMS-CSCF-A01,P_CSCF,20260601093000,5,3144,3104,40,1946,1907,39,62,15,2,6738,150.86,57.89,54.68,32480,29292
IMS-CSCF-A01,P_CSCF,20260601093500,5,3195,3133,62,1978,1926,52,87,20,7,6847,139.54,58.32,55.39,31444,29194
IMS-CSCF-A01,P_CSCF,20260601094000,5,2955,2886,69,1829,1811,18,69,16,2,6332,154.4,53.63,55.87,30599,27031
IMS-CSCF-A01,P_CSCF,20260601094500,5,3245,3214,31,2009,1950,59,69,17,4,6954,156.73,55.93,57.14,32036,29726
IMS-CSCF-A01,P_CSCF,20260601095000,5,3343,3319,24,2069,2029,40,51,11,2,7164,147.3,61.91,55.83,33969,30944
IMS-CSCF-A01,P_CSCF,20260601095500,5,3233,3179,54,2001,1960,41,71,19,5,6929,164.63,57.31,55.69,33196,30544
IMS-CSCF-A01,P_CSCF,20260601100000,5,3210,3169,41,1987,1946,41,66,14,2,6879,154.53,57.79,55.63,32340,30192
IMS-CSCF-A01,P_CSCF,20260601100500,5,3462,3409,53,2143,2087,56,86,20,3,7420,158.74,59.64,58.1,33828,32786
IMS-CSCF-A01,P_CSCF,20260601101000,5,3322,3275,47,2056,2023,33,60,16,4,7119,155.54,59.85,55.42,33438,30906
IMS-CSCF-A01,P_CSCF,20260601101500,5,3348,3248,100,2072,2041,31,106,21,4,7174,164.08,58.64,57.66,33802,31798
IMS-CSCF-A01,P_CSCF,20260601102000,5,3312,3258,54,2050,2013,37,69,17,5,7097,159.79,60.19,56.28,34024,30629
IMS-CSCF-A01,P_CSCF,20260601102500,5,3230,3186,44,1999,1982,17,47,11,3,6921,147.06,56.2,54.18,32365,30070
IMS-CSCF-A01,P_CSCF,20260601103000,5,3377,3316,61,2090,2031,59,91,22,7,7237,150.68,62.58,54.87,33775,32197
IMS-CSCF-A01,P_CSCF,20260601103500,5,3449,3408,41,2135,2098,37,60,14,4,7391,161.04,60.5,55.66,33680,31615
IMS-CSCF-A01,P_CSCF,20260601104000,5,3271,3183,88,2025,1984,41,97,25,7,7011,140.06,57.77,,32255,30700
IMS-CSCF-A01,P_CSCF,20260601104500,5,3199,3115,84,1980,1958,22,82,18,6,6856,154.19,58.54,57.63,32603,30286
IMS-CSCF-A01,P_CSCF,20260601105000,5,3371,3292,79,2086,2049,37,91,22,3,7223,153.99,61.94,54.7,34888,31260
IMS-CSCF-A01,P_CSCF,20260601105500,5,3322,3299,23,2056,2020,36,46,10,3,7118,160.42,61.44,55.29,34355,30162
IMS-CSCF-A01,P_CSCF,20260601110000,5,3387,3340,47,2096,2059,37,65,16,3,7257,152.26,59.21,58.8,34590,31424
IMS-CSCF-A01,P_CSCF,20260601110500,5,3441,3398,43,2130,2116,14,44,11,2,7374,156.43,62.96,53.89,34575,32518
IMS-CSCF-A01,P_CSCF,20260601111000,5,3294,3221,73,2039,2014,25,78,16,4,7060,153.41,59.52,53.47,32009,30452
IMS-CSCF-A01,P_CSCF,20260601111500,5,3379,3297,82,2091,2079,12,74,17,3,7241,148.44,60.31,57.15,34509,32056
IMS-CSCF-A01,P_CSCF,20260601112000,5,3286,3267,19,2034,2018,16,28,6,1,7042,154.34,61.98,56.24,33165,31787
IMS-CSCF-A01,P_CSCF,20260601112500,5,3320,3256,64,2055,2045,10,57,13,4,7114,150.63,58.48,55.04,32697,31062
IMS-CSCF-A01,P_CSCF,20260601113000,5,3330,3230,100,2061,2001,60,123,30,7,7137,146.15,56.72,54.18,34078,30661
IMS-CSCF-A01,P_CSCF,20260601113500,5,3449,3412,37,2135,2100,35,57,12,3,7391,139.37,61.61,53.79,34073,32094
IMS-CSCF-A01,P_CSCF,20260601114000,5,3483,3427,56,2156,2133,23,64,13,2,7463,162.77,58.85,57.53,35273,32129
IMS-CSCF-A01,P_CSCF,20260601114500,5,3122,3076,46,1933,1900,33,64,13,2,6692,147.9,57.2,55.25,30388,28587
IMS-CSCF-A01,P_CSCF,20260601114500,5,3122,3076,46,1933,1900,33,64,13,2,6692,147.9,57.2,55.25,30388,28587
IMS-CSCF-A01,P_CSCF,20260601115000,5,3121,3079,42,1932,1900,32,58,12,4,6687,139.24,57.39,55.07,31211,29436
IMS-CSCF-A01,P_CSCF,20260601115500,5,3282,3229,53,2032,1990,42,73,17,5,7034,148.37,60.39,54.5,33484,30723
IMS-CSCF-A01,P_CSCF,20260601120000,5,3252,3211,41,2013,1990,23,50,12,2,6970,145.62,55.05,53.84,32282,31330
IMS-CSCF-A01,P_CSCF,20260601120500,5,3190,3111,79,1975,1932,43,95,22,5,6837,157.21,55.86,52.9,31988,30089
IMS-CSCF-A01,P_CSCF,20260601121000,5,3312,3279,33,2050,1994,56,71,16,2,7097,146.36,57.3,53.83,32863,32171
IMS-CSCF-A01,P_CSCF,20260601121500,5,3033,2948,85,1878,1824,54,109,25,5,6501,142.03,53.54,53.8,29945,27993
IMS-CSCF-A01,P_CSCF,20260601122000,5,3231,3206,25,2000,1963,37,47,12,3,6924,143.09,58.53,56.48,31562,30074
IMS-CSCF-A01,P_CSCF,20260601122500,5,3048,2984,64,1887,1848,39,82,17,4,6533,148.22,57.18,54.9,29779,27697
IMS-CSCF-A01,P_CSCF,20260601123000,5,3066,3049,17,1898,1887,11,22,5,1,6570,158.38,56.1,53.57,31648,29676
IMS-CSCF-A01,P_CSCF,20260601123500,5,2997,2951,46,1855,1824,31,59,14,4,6423,149.66,56.24,53.53,30266,28664
IMS-CSCF-A01,P_CSCF,20260601124000,5,2927,2873,54,1812,1790,22,58,15,3,6273,146.2,58.16,53.66,28671,26621
IMS-CSCF-A01,P_CSCF,20260601124500,5,3027,2967,60,1874,1833,41,79,17,5,6487,150.33,56.54,52.76,31111,28478
IMS-CSCF-A01,P_CSCF,20260601125000,5,2999,2972,27,1856,1808,48,58,13,4,6426,152.12,55.09,53.18,30660,28002
IMS-CSCF-A01,P_CSCF,20260601125500,5,2882,2813,69,1784,1738,46,89,21,5,6176,143.58,52.5,54.81,28912,26437
IMS-CSCF-A01,P_CSCF,20260601130000,5,2791,2749,42,1727,1712,15,45,10,2,5981,136.88,53.75,52.7,28466,26469
IMS-CSCF-A01,P_CSCF,20260601130500,5,2820,2768,52,1746,1720,26,63,13,2,6043,144.77,51.18,51.64,27835,26187
IMS-CSCF-A01,P_CSCF,20260601131000,5,2883,2803,80,1784,1761,23,80,20,3,6178,143.18,53.68,54.38,28917,27094
IMS-CSCF-A01,P_CSCF,20260601131500,5,2902,2835,67,1797,1766,31,75,18,5,6220,147.71,54.94,53.69,29840,26843
IMS-CSCF-A01,P_CSCF,20260601132000,5,2828,2758,70,1751,1712,39,86,19,4,6062,153.15,55.82,53.32,29009,27044
IMS-CSCF-A01,P_CSCF,20260601132500,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMS-CSCF-A01,P_CSCF,20260601133000,5,2837,2773,64,1756,1747,9,56,13,4,6080,142.19,52.59,54.12,27934,25891
IMS-CSCF-A01,P_CSCF,20260601133500,5,2958,2923,35,1831,1816,15,40,8,2,6338,141.97,57.39,53.05,29756,27509
IMS-CSCF-A01,P_CSCF,20260601134000,5,2630,2589,41,1628,1588,40,63,14,4,5636,150.09,50.54
IMS-CSCF-A01,P_CSCF,20260601134500,5,2790,2755,35,1727,1678,49,66,14,4,5980,148.24,52.59,52.59,28678,26036
IMS-CSCF-A01,P_CSCF,20260601135000,5,2632,2606,26,1629,1591,38,47,13,4,5641,140.34,53.35,52.57,27027,25037
IMS-CSCF-A01,P_CSCF,20260601135500,5,2770,2705,65,1715,1685,30,76,17,2,5937,139.42,54.85,51.87,26912,25562
IMS-CSCF-A01,P_CSCF,20260601140000,5,2742,2662,80,1697,1656,41,96,21,4,5876,149.47,51.84,52.76,28216,25664
IMS-CSCF-A01,P_CSCF,20260601140500,5,2633,2592,41,1630,1615,15,44,11,1,5643,142.11,52.76,54.22,26515,24571
IMS-CSCF-A01,P_CSCF,20260601141000,5,2489,2438,51,1541,1512,29,63,15,2,5335,130.49,48.59,53.13,24729,24148
IMS-CSCF-A01,P_CSCF,20260601141500,5,2558,2542,16,1583,1550,33,38,9,2,5482,136.3,47.44,49.99,24979,24449
IMS-CSCF-A01,P_CSCF,20260601142000,5,2597,2519,78,1608,1596,12,71,17,2,5566,145.59,50.55,52.45,26482,25109
IMS-CSCF-A01,P_CSCF,20260601142500,5,2529,2457,72,1565,1547,18,71,16,3,5420,132.81,51.49,51.8,25743,24043
IMS-CSCF-A01,P_CSCF,20260601142500,5,2529,2457,72,1565,1547,18,71,16,3,5420,132.81,51.49,51.8,25743,24043
IMS-CSCF-A01,P_CSCF,20260601143000,5,2606,2543,63,1613,1591,22,68,15,2,5584,137.71,50.65,51.37,26928,24586
IMS-CSCF-A01,P_CSCF,20260601143500,5,2735,2684,51,1693,1673,20,55,14,2,5861,148.88,50.12,54.76,27628,25912
IMS-CSCF-A01,P_CSCF,20260601144000,5,2553,2507,46,1580,1557,23,54,13,2,5471,144.62,51.12,48.01,25668,24474
IMS-CSCF-A01,P_CSCF,20260601144500,5,2603,2585,18,1611,1565,46,51,11,2,5579,134.44,48.0,50.06,25702,24360
IMS-CSCF-A01,P_CSCF,20260601145000,5,2425,2353,72,1501,1480,21,72,18,3,5197,140.48,48.41,52.02,24485,23125
IMS-CSCF-A01,P_CSCF,20260601145500,5,2674,2643,31,1655,1608,47,61,14,3,5731,135.0,52.4,51.19,26075,24719
IMS-CSCF-A01,P_CSCF,20260601150000,5,2576,2511,65,1595,1578,17,66,13,3,5521,149.15,51.77,48.42,25530,24730
IMS-CSCF-A01,P_CSCF,20260601150500,5,2551,2509,42,1579,1536,43,67,15,3,5468,134.98,50.72,50.3,25151,23792
IMS-CSCF-A01,P_CSCF,20260601151000,5,2536,2481,55,1570,1544,26,64,13,4,5436,138.76,45.92,51.36,24699,23217
IMS-CSCF-A01,P_CSCF,20260601151500,5,2654,2634,20,1642,1603,39,46,10,3,5687,155.85,48.51,51.41,26714,24354
IMS-CSCF-A01,P_CSCF,20260601152000,5,2665,2618,47,1649,1627,22,52,13,4,5710,149.58,49.56,52.03,26617,25779
IMS-CSCF-A01,P_CSCF,20260601152500,5,2759,2704,55,1707,1667,40,74,18,3,5912,150.03,52.17,54.71,27565,25789
IMS-CSCF-A01,P_CSCF,20260601153000,5,2560,2534,26,1584,1556,28,42,10,2,5486,150.39,51.72,51.38,26318,24515
IMS-CSCF-A01,P_CSCF,20260601153500,5,2714,2633,81,1680,1651,29,86,18,6,5815,154.02,48.59,51.66,26866,26095
IMS-CSCF-A01,P_CSCF,20260601154000,5,2766,2693,73,1712,1690,22,73,17,5,5929,157.4,49.42,49.59,27042,25144
IMS-CSCF-A01,P_CSCF,20260601154500,5,2751,2728,23,1703,1692,11,27,6,1,5896,137.8,48.35,54.65,27205,26720
IMS-CSCF-A01,P_CSCF,20260601155000,5,2497,2430,67,1546,1506,40,84,20,3,5351,149.72,47.86,49.8,25216,23636
IMS-CSCF-A01,P_CSCF,20260601155500,5,2714,2640,74,1680,1670,10,68,14,2,5817,151.45,50.63,52.81,28017,24874
IMS-CSCF-A01,P_CSCF,20260601160000,5,2797,2734,63,1731,1718,13,56,15,5,5995,149.53,55.92,50.7,27213,25603
IMS-CSCF-A01,P_CSCF,20260601160500,5,2864,2828,36,1773,1758,15,41,8,2,6139,153.57,53.66,53.23,28873,26247
IMS-CSCF-A01,P_CSCF,20260601161000,5,2774,2747,27,1717,1697,20,38,8,1,5945,150.03,54.16,54.26,28715,25615
IMS-CSCF-A01,P_CSCF,20260601161500,5,2760,2710,50,1709,1684,25,58,14,3,5916,153.17,52.15,49.19,26972,26657
IMS-CSCF-A01,P_CSCF,20260601162000,5,2983,2956,27,1846,1804,42,51,14,4,6393,147.85,53.2,52.18,29886,28468
