NEName,NeType,CollectTime,Interval,RegAtt,RegSucc,RegFail,InvAtt,InvSucc,InvFail,Rsp4xx,Rsp5xx,Rsp6xx,ActSess,SetupTime,CpuUsage,MemLoad,MsgRx,MsgTx,InvFail5xx,RegSuccRate
IMS-CSCF-A01,P_CSCF,20260609014000,5,1261,1244,17,780,775,5,17,4,1,2702,138.46,33.81,46.8,12436,11615,1,98.65
IMS-CSCF-A01,P_CSCF,20260609014500,5,1305,1270,35,808,791,17,41,9,2,2798,134.27,36.1,45.18,13358,11913,3,97.32
IMS-CSCF-A01,P_CSCF,20260609015000,5,1290,1274,16,798,777,21,28,7,2,2765,121.22,34.97,47.33,13184,12010,4,98.76
IMS-CSCF-A01,P_CSCF,20260609015500,5,1212,1190,22,750,738,12,27,6,1,2598,127.54,32.36,44.24,12550,11274,2,98.18
IMS-CSCF-A01,P_CSCF,20260609020000,5,1217,1185,32,753,742,11,33,8,2,2608,128.88,34.84,44.7,12014,11360,2,97.37
IMS-CSCF-A01,P_CSCF,20260609020500,5,1207,1189,18,747,732,15,26,6,1,2588,122.7,34.76,43.68,12196,11261,3,98.51
IMS-CSCF-A01,P_CSCF,20260609020500,5,1207,1189,18,747,732,15,26,6,1,2588,122.7,34.76,43.68,12196,11261,3,98.51
IMS-CSCF-A01,P_CSCF,20260609021000,5,1243,1227,16,769,759,10,19,5,2,2664,129.39,32.55,43.08,12364,11447,2,98.71
IMS-CSCF-A01,P_CSCF,20260609021500,5,1273,1236,37,788,767,21,45,10,3,2729,131.44,34.68,45.36,12859,12119,4,97.09
IMS-CSCF-A01,P_CSCF,20260609022000,5,1239,1230,9,767,759,8,13,3,1,2656,139.06,31.91,44.25,12699,11854,1,99.27
IMS-CSCF-A01,P_CSCF,20260609022500,5,1256,1233,23,777,768,9,25,6,1,2691,128.32,31.37,42.91,12205,12006,2,98.17
IMS-CSCF-A01,P_CSCF,20260609023000,5,1279,1269,10,791,781,10,15,4,1,2741,130.07,33.83,45.74,12773,11816,2,99.22
IMS-CSCF-A01,P_CSCF,20260609023500,5,1305,1273,32,808,789,19,38,10,3,2797,125.86,33.71,46.91,13508,12134,4,97.55
IMS-CSCF-A01,P_CSCF,20260609024000,5,1202,1181,21,744,725,19,31,8,1,2577,135.59,29.99,42.62,12224,11399,4,98.25
IMS-CSCF-A01,P_CSCF,20260609024500,5,1265,1255,10,783,764,19,22,6,1,2712,131.3,34.24,45.51,12943,11611,4,99.21
IMS-CSCF-A01,P_CSCF,20260609025000,5,1247,1239,8,772,751,21,23,5,1,2672,129.93,31.2,43.38,12346,11717,4,99.36
IMS-CSCF-A01,P_CSCF,20260609025500,5,1227,1198,29,760,742,18,38,8,1,2630,129.88,30.04,44.0,11964,11144,3,97.64
IMS-CSCF-A01,P_CSCF,20260609030000,5,1249,1233,16,773,762,11,21,5,1,2678,132.94,33.43,45.26,12817,11349,2,98.72
IMS-CSCF-A01,P_CSCF,20260609030500,5,1306,1287,19,808,804,4,18,4,1,2798,128.9,35.91,44.04,13084,12467,1,98.55
IMS-CSCF-A01,P_CSCF,20260609031000,5,1235,1217,18,764,760,4,17,4,1,2646,121.14,35.83,43.73,12345,11732,1,98.54
IMS-CSCF-A01,P_CSCF,20260609031500,5,1256,1240,16,777,765,12,22,5,1,2692,138.48,35.1,44.89,12602,11801,2,98.73
IMS-CSCF-A01,P_CSCF,20260609032000,5,1253,1238,15,776,756,20,28,6,1,2687,137.3,29.51,43.6,12869,11737,3,98.8
IMS-CSCF-A01,P_CSCF,20260609032500,5,1248,1235,13,772,752,20,26,6,1,2674,129.77,32.45,46.16,12725,11885,4,98.96
IMS-CSCF-A01,P_CSCF,20260609033000,5,1329,1320,9,822,811,11,16,4,0,2847,120.15,33.44,46.02,13154,12131,2,99.32
IMS-CSCF-A01,P_CSCF,20260609033500,5,1306,1281,,808,791,17,33,7,2,2800,127.75,30.89,45.67,13052,12224,3,98.09
IMS-CSCF-A01,P_CSCF,20260609034000,5,1296,1286,10,802,783,19,22,5,2,2777,133.75,35.73,41.59,12691,12035,3,99.23
IMS-CSCF-A01,P_CSCF,20260609034500,5,1236,1215,21,765,745,20,32,7,2,2650,137.42,33.93,43.06,12224,11607,3,98.3
IMS-CSCF-A01,P_CSCF,20260609035000,5,1306,1272,34,808,792,16,39,9,2,2799,124.9,36.12,43.75,13386,11943,3,97.4
IMS-CSCF-A01,P_CSCF,20260609035500,5,1287,1271,16,797,775,22,31,6,1,2758,123.66,36.94,46.19,13053,12266,3,98.76
IMS-CSCF-A01,P_CSCF,20260609040000,5,1261,1239,22,780,770,10,24,6,2,2702,130.71,31.77,45.52,12460,12012,2,98.26
IMS-CSCF-A01,P_CSCF,20260609040500,5,,1310,17,821,810,11,22,5,1,2844,127.88,36.72,44.72,13415,12850,2,98.72
IMS-CSCF-A01,P_CSCF,20260609041000,5,1344,1326,18,832,820,12,22,6,2,2881,135.46,32.54,45.97,13805,12408,2,98.66
IMS-CSCF-A01,P_CSCF,20260609041500,5,1365,1347,18,845,822,23,32,8,1,2925,125.73,32.27,44.35,14079,13058,4,98.68
IMS-CSCF-A01,P_CSCF,20260609042000,5,1294,1265,29,801,782,19,37,8,3,2774,128.2,36.52,42.43,12993,12073,3,97.76
IMS-CSCF-A01,P_CSCF,20260609042500,5,1314,1290,24,813,804,9,25,6,2,2817,127.82,36.33,43.11,13183,11997,2,98.17
IMS-CSCF-A01,P_CSCF,20260609043000,5,1310,1298,12,811,801,10,17,4,1,2808,134.06,34.34,44.93,13460,12112,2,99.08
IMS-CSCF-A01,P_CSCF,20260609043500,5,1286,1260,26,796,788,8,27,6,1,2757,136.58,32.15,42.63,13255,12062,1,97.98
IMS-CSCF-A01,P_CSCF,20260609044000,5,1304,1268,36,807,790,17,42,9,2,2794,132.17,34.4,45.55,12829,12564,3,97.24
IMS-CSCF-A01,P_CSCF,20260609044500,5,1262,1229,33,781,774,7,31,8,1,2704,141.56,35.29,42.47,13048,11460,1,97.39
IMS-CSCF-A01,P_CSCF,20260609045000,5,1302,1282,20,806,796,10,22,6,2,2790,131.58,34.19,44.69,13148,11934,2,98.46
IMS-CSCF-A01,P_CSCF,20260609045500,5,1342,1323,19,830,812,18,28,7,2,2875,131.89,31.24,45.85,13291,12627,3,98.58
IMS-CSCF-A01,P_CSCF,20260609050000,5,1346,1314,32,833,823,10,33,7,2,2884,134.35,36.93,43.82,13553,12729,2,97.62
IMS-CSCF-A01,P_CSCF,20260609050500,5,1362,1355,7,843,825,18,19,5,1,2919,127.3,33.99,43.63,13234,12534,4,99.49
IMS-CSCF-A01,P_CSCF,20260609051000,5,1330,1322,8,823,800,23,23,6,2,2850,139.62,35.93,45.34,13099,12056,4,99.4
IMS-CSCF-A01,P_CSCF,20260609051500,5,1378,1352,26,853,844,9,28,6,1,2953,116.76,30.72,44.99,13621,12704,2,98.11
IMS-CSCF-A01,P_CSCF,20260609052000,5,1426,1388,38,883,874,9,36,9,2,3057,137.23,35.91,44.06,14330,13800,2,97.34
IMS-CSCF-A01,P_CSCF,20260609052500,5,1381,1351,30,855,842,13,34,7,2,2960,115.72,34.79,46.01,13523,12854,2,97.83
IMS-CSCF-A01,P_CSCF,20260609053000,5,1388,1378,10,859,845,14,19,4,1,2976,136.42,36.95,45.7,14351,12661,2,99.28
IMS-CSCF-A01,P_CSCF,20260609053500,5,1426,1404,22,882,865,17,30,7,2,3056,134.64,32.9,46.01,14569,13450,3,98.46
IMS-CSCF-A01,P_CSCF,20260609054000,5,1432,1406,26,887,865,22,39,8,1,3070,140.49,35.19,47.53,14177,13900,4,98.18
IMS-CSCF-A01,P_CSCF,20260609054500,5,1418,1405,13,878,855,23,29,6,1,3039,141.05,36.33,42.31,14420,13220,4,99.08
IMS-CSCF-A01,P_CSCF,20260609055000,5,1401,1390,11,867,863,4,11,3,1,3002,130.16,33.05,46.12,13796,12880,1,99.21
IMS-CSCF-A01,P_CSCF,20260609055500,5,1562,1528,34,967,950,17,41,8,2,3347,132.11,37.06,43.29,16169,15114,3,97.82
IMS-CSCF-A01,P_CSCF,20260609060000,5,1473,1464,9,912,887,25,26,6,2,3157,140.15,35.93,45.54,14782,13445,4,99.39
IMS-CSCF-A01,P_CSCF,20260609060500,5,1477,1434,43,914,900,14,44,10,3,3166,131.68,37.55,44.95,14887,13476,2,97.09
IMS-CSCF-A01,P_CSCF,20260609061000,5,1513,1471,42,936,925,11,43,9,1,3242,131.55,35.46,45.22,15497,14612,2,97.22
IMS-CSCF-A01,P_CSCF,20260609061500,5,1596,1586,10,988,981,7,13,3,1,3421,137.73,36.85,48.23,16009,14951,1,99.37
IMS-CSCF-A01,P_CSCF,20260609062000,5,1632,1622,10,1010,980,30,30,8,2,3497,127.74,36.42,45.67,16830,15007,6,99.39
IMS-CSCF-A01,P_CSCF,20260609062500,5,1638,1603,35,1014,1001,13,38,8,2,3510,148.84,37.98,47.17,16264,15821,2,97.86
IMS-CSCF-A01,P_CSCF,20260609063000,5,1544,1518,26,956,929,27,41,10,2,3309,135.76,39.46,44.27,15906,14312,5,98.32
IMS-CSCF-A01,P_CSCF,20260609063500,5,1662,1652,10,1029,1007,22,25,6,1,3563,144.33,39.33,47.17,16271,15382,4,99.4
IMS-CSCF-A01,P_CSCF,20260609064000,5,1650,1626,24,1021,1002,19,34,8,1,3537,127.56,39.72,45.95,16385
IMS-CSCF-A01,P_CSCF,20260609064500,5,1595,1549,46,987,980,7,42,9,2,3418,130.88,36.96,46.48,15620,14946,1,97.12
IMS-CSCF-A01,P_CSCF,20260609065000,5,1805,1782,23,1117,1101,16,31,7,1,3868,138.66,38.83,46.93,18139,16414,3,98.73
IMS-CSCF-A01,P_CSCF,20260609065500,5,1748,1711,37,1082,1050,32,56,12,1,3747,130.47,35.52,46.3,17968,16532,6,97.88
IMS-CSCF-A01,P_CSCF,20260609070000,5,1710,1676,34,1058,1032,26,48,10,2,3664,142.2,36.55,48.46,17293,15822,4,98.01
IMS-CSCF-A01,P_CSCF,20260609070500,5,1823,1806,17,1129,1114,15,25,5,2,3908,140.21,39.69,44.98,18276,16641,2,99.07
IMS-CSCF-A01,P_CSCF,20260609071000,5,1873,1860,13,1160,1142,18,23,6,2,4015,141.52,40.98,43.71,18690,18153,3,99.31
IMS-CSCF-A01,P_CSCF,20260609071500,5,1942,1922,20,1202,1185,17,29,7,1,4161,138.96,40.21,47.29,19051,18181,3,98.97
IMS-CSCF-A01,P_CSCF,20260609072000,5,1956,1922,34,1210,1189,21,43,10,2,4191,139.6,45.11,48.21,19456,18408,4,98.26
IMS-CSCF-A01,P_CSCF,20260609072500,5,1935,1888,47,1198,1183,15,47,12,3,4147,136.96,44.83,46.14,19662,18616,3,97.57
IMS-CSCF-A01,P_CSCF,20260609073000,5,1941,1912,29,1201,1166,35,48,12,4,4160,137.42,41.35,47.81,19408,18320,7,98.51
IMS-CSCF-A01,P_CSCF,20260609073500,5,2064,2031,33,1277,1250,27,46,12,2,4423,136.32,47.78,48.49,20231,18962,5,98.4
IMS-CSCF-A01,P_CSCF,20260609074000,5,2131,2092,39,1319,1292,27,51,13,2,4568,145.28,46.44,51.03,20949,19522,5,98.17
IMS-CSCF-A01,P_CSCF,20260609074500,5,2028,1976,52,1255,1249,6,46,9,3,4347,145.39,45.74,47.72,20306,19320,1,97.44
IMS-CSCF-A01,P_CSCF,20260609075000,5,2148,2114,34,1329,1308,21,43,10,2,4603,139.46,41.4,48.91,21019,19596,4,98.42
IMS-CSCF-A01,P_CSCF,20260609075500,5,2273,2251,22,1407,1384,23,34,8,3,4872,146.52,41.18,48.23,23323,21232,4,99.03
IMS-CSCF-A01,P_CSCF,20260609080000,5,2324,2281,43,1438,1400,38,64,13,4,4980,148.23,45.79,52.01,23872,21864,6,98.15
IMS-CSCF-A01,P_CSCF,20260609080500,5,2228,2196,32,1379,1360,19,39,9,3,4775,137.71,42.75,48.37,21931,20926,3,98.56
IMS-CSCF-A01,P_CSCF,20260609081000,5,2309,2267,42,1429,1407,22,50,12,2,4947,144.09,46.4,51.44,23376,21421,4,98.18
IMS-CSCF-A01,P_CSCF,20260609081500,5,2439,2403,36,1510,1477,33,53,14,2,5227,145.13,48.99,52.48,24521,23579,7,98.52
IMS-CSCF-A01,P_CSCF,20260609082000,5,2460,2447,13,1523,1507,16,23,5,1,5273,132.35,46.13,52.35,24816,22787,3,99.47
IMS-CSCF-A01,P_CSCF,20260609082500,5,2459,2426,33,1522,1480,42,59,13,3,5270,152.22,51.08,49.54,24686,22970,7,98.66
IMS-CSCF-A01,P_CSCF,20260609083000,5,2683,2668,15,1660,1636,24,32,6,1,5749,145.32,46.7,51.38,27338,25393,4,99.44
IMS-CSCF-A01,P_CSCF,20260609083500,5,2588,2571,17,1602,1566,36,40,10,3,5546,135.26,50.18,51.61,25986,23503,7,99.34
IMS-CSCF-A01,P_CSCF,20260609084000,5,2555,2518,37,1581,1569,12,39,9,1,5475,143.18,49.69,51.97,25121,23776,2,98.55
IMS-CSCF-A01,P_CSCF,20260609084500,5,2601,2559,42,1610,1586,24,50,12,4,5575,150.25,51.16,51.47,26233,24438,4,98.39
IMS-CSCF-A01,P_CSCF,20260609085000,5,2777,2731,46,1719,1704,15,46,12,3,5951,149.06,52.01,52.15,27763,25772,3,98.34
IMS-CSCF-A01,P_CSCF,20260609085500,5,2694,2622,72,1667,1631,36,85,21,2,5773,154.41,49.57,52.61,27463,24914,7,97.33
IMS-CSCF-A01,P_CSCF,20260609090000,5,2725,2683,42,1686,1643,43,67,15,3,5839,151.82,54.64,52.28,27125,25229,8,98.46
IMS-CSCF-A01,P_CSCF,20260609090500,5,2775,2705,70,1718,1674,44,90,19,5,5948,149.82,52.88,51.22,28463,26038,7,97.48
IMS-CSCF-A01,P_CSCF,20260609091000,5,2859,2818,41,1770,1726,44,64,17,4,6127,153.45,50.67,51.75,29488,27563,9,98.57
IMS-CSCF-A01,P_CSCF,20260609091500,5,2820,2756,64,1746,1721,25,69,15,5,6044,147.54,52.88,53.03,27912,25715,4,97.73
IMS-CSCF-A01,P_CSCF,20260609092000,5,2809,2767,42,1739,1691,48,70,17,3,6020,146.51,52.92,53.48,28561,25847,9,98.5
IMS-CSCF-A01,P_CSCF,20260609092500,5,3058,3041,17,1893,1871,22,30,7,2,6554,156.94,60.79,53.72,31607,27939,4,99.44
IMS-CSCF-A01,P_CSCF,20260609093000,5,3077,3022,55,1905,1874,31,65,17,4,6594,155.76,59.22,55.19,31569,29687,6,98.21
IMS-CSCF-A01,P_CSCF,20260609093500,5,3106,3026,80,1923,1875,48,103,21,4,6656,154.22,59.86,53.41,31796,29421,8,97.42
IMS-CSCF-A01,P_CSCF,20260609094000,5,3239,3205,34,2005,1973,32,52,12,2,6942,155.62,54.0,52.35,32663
IMS-CSCF-A01,P_CSCF,20260609094500,5,3238,3151,87,2004,1963,41,101,22,5,6938,157.96,63.35,55.15,32712,31150,7,97.31
IMS-CSCF-A01,P_CSCF,20260609095000,5,3058,2982,76,1893,1839,54,98,25,7,6553,153.52,55.95,53.47,30932,28115,10,97.51
IMS-CSCF-A01,P_CSCF,20260609095500,5,3229,3146,83,1999,1970,29,89,21,2,6920,153.51,55.59,51.8,31900,30334,5,97.43
IMS-CSCF-A01,P_CSCF,20260609100000,5,3064,2981,83,1897,1868,29,88,18,6,6567,145.8,55.0,51.72,30293,27877,5,97.29
IMS-CSCF-A01,P_CSCF,20260609100500,5,3267,3225,42,2022,1995,27,55,12,2,7001,148.89,57.65,54.65,32115,30531,5,98.71
IMS-CSCF-A01,P_CSCF,20260609101000,5,3320,3279,41,2055,2036,19,47,10,3,7115,165.22,59.19,54.61,33140,30731,3,98.77
IMS-CSCF-A01,P_CSCF,20260609101500,5,3365,3276,89,2083,2056,27,90,21,5,7212,146.25,59.94,54.3,32913,30635,5,97.36
IMS-CSCF-A01,P_CSCF,20260609102000,5,3330,3297,33,2061,2006,55,66,17,5,7137,148.57,58.6,51.5,33261,31663,11,99.01
IMS-CSCF-A01,P_CSCF,20260609102500,5,3376,3340,36,2090,2057,33,52,13,4,7234,151.08,60.32,58.81,34623,31981,6,98.93
IMS-CSCF-A01,P_CSCF,20260609103000,5,3258,3238,20,2017,2006,11,24,6,1,6982,133.72,59.13,54.77,33437,29995,2,99.39
IMS-CSCF-A01,P_CSCF,20260609103500,5,3206,3148,58,1985,1954,31,69,17,3,6871,146.9,58.04,54.42,31271,30444,6,98.19
IMS-CSCF-A01,P_CSCF,20260609104000,5,3350,3285,65,2074,2020,54,92,22,5,7179,145.23,60.77,54.09,32719,30824,10,98.06
IMS-CSCF-A01,P_CSCF,20260609104500,5,3399,3376,23,2104,2054,50,57,14,2,7285,153.11,61.27,58.59,33141,31648,10,99.32
IMS-CSCF-A01,P_CSCF,20260609105000,5,3315,3287,28,2052,1992,60,70,15,3,7104,147.77,60.15,56.24,33394,31121,10,99.16
IMS-CSCF-A01,P_CSCF,20260609105500,5,3306,3247,59,2047,1994,53,88,18,6,7086,151.57,60.85,55.22,34184,30176,9,98.22
IMS-CSCF-A01,P_CSCF,20260609110000,5,3370,3312,58,2086,2047,39,73,18,6,7221,150.63,59.98,57.14,33635,31299,7,98.28
IMS-CSCF-A01,P_CSCF,20260609110500,5,3455,3363,92,2139,2113,26,90,22,6,7405,158.42,58.34,54.56,33938,31422,5,97.34
IMS-CSCF-A01,P_CSCF,20260609111000,5,3274,3187,87,2026,1980,46,102,26,5,7015,160.95,56.47,55.06,33558,29709,9,97.34
IMS-CSCF-A01,P_CSCF,20260609111500,5,3206,3135,71,1985,1956,29,78,19,3,6872,145.93,57.1,52.26,31279,30260,6,97.79
IMS-CSCF-A01,P_CSCF,20260609112000,5,3392,3364,28,2100,2057,43,56,13,2,7270,151.86,60.79,59.74,34843,31264,8,99.17
IMS-CSCF-A01,P_CSCF,20260609112500,5,3247,3196,51,2010,1959,51,80,19,3,6959,142.38,57.45,54.18,32314,29987,10,98.43
IMS-CSCF-A01,P_CSCF,20260609113000,5,3438,3347,91,2128,2095,33,97,23,4,7368,159.76,59.96,57.61,34100,31261,6,97.35
IMS-CSCF-A01,P_CSCF,20260609113500,5,3341,3256,85,2068,2027,41,99,21,6,7159,153.23,60.6,57.47,33338
IMS-CSCF-A01,P_CSCF,20260609114000,5,3298,3242,56,2041,2015,26,64,14,4,7067,159.98,57.96,53.75,32349,31840,4,98.3
IMS-CSCF-A01,P_CSCF,20260609114500,5,3350,3255,95,2074,2050,24,91,22,6,7179,158.3,61.53,54.65,33721,31561,4,97.16
IMS-CSCF-A01,P_CSCF,20260609115000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMS-CSCF-A01,P_CSCF,20260609115500,5,3190,3113,77,1974,1962,12,68,16,5,6835,138.95,55.62,52.65,31575,29524,2,97.59
IMS-CSCF-A01,P_CSCF,20260609120000,5,3224,3187,37,1995,1960,35,59,12,1,6908,152.12,55.21,57.34,32996,30840,6,98.85
IMS-CSCF-A01,P_CSCF,20260609120500,5,3030,2967,63,1875,1859,16,62,14,3,6493,139.91,53.51,54.3,30505,27745,3,97.92
IMS-CSCF-A01,P_CSCF,20260609121000,5,3142,3052,90,1945,1905,40,104,23,3,6734,158.45,54.37,56.52,31762,30014,7,97.14
IMS-CSCF-A01,P_CSCF,20260609121500,5,3159,3139,20,1955,1906,49,55,11,3,6769,158.47,58.44,57.93,31468,30358,8,99.37
IMS-CSCF-A01,P_CSCF,20260609122000,5,3141,3107,34,1944,1928,16,40,9,1,6731,157.46,58.68,53.56,31483,30163,3,98.92
IMS-CSCF-A01,P_CSCF,20260609122500,5,3067,2994,73,1898,1853,45,88,23,7,6572,149.37,57.68,51.9,30535,28958,9,97.62
IMS-CSCF-A01,P_CSCF,20260609123000,5,2984,2905,79,1847,1800,47,101,21,4,6394,142.19,49.83,53.62,29709,28260,8,97.35
IMS-CSCF-A01,P_CSCF,20260609123500,5,3090,3070,20,1913,1884,29,37,10,2,6622,148.86,54.6,56.38,30758,29966,6,99.35
IMS-CSCF-A01,P_CSCF,20260609124000,5,3075,3021,54,1903,1854,49,83,18,2,6590,158.48,58.57,55.06,30975
IMS-CSCF-A01,P_CSCF,20260609124500,5,2914,2884,30,1804,1755,49,61,15,3,6245,148.31,55.34,54.82,29575,26919,9,98.97
IMS-CSCF-A01,P_CSCF,20260609125000,5,2966,2927,39,1836,1795,41,64,14,2,6356,138.12,53.99,54.37,28973,27900,7,98.69
IMS-CSCF-A01,P_CSCF,20260609125500,5,2992,2940,52,1852,1804,48,76,19,5,6412,137.53,54.38,54.64,30937,27152,9,98.26
IMS-CSCF-A01,P_CSCF,20260609130000,5,2867,2838,29,1774,1756,18,36,9,2,6143,152.23,49.72,53.82,28944,26261,3,98.99
IMS-CSCF-A01,P_CSCF,20260609130500,5,2864,2802,62,1772,1733,39,80,16,5,6137,147.81,49.95,55.78,28449,26913,6,97.84
IMS-CSCF-A01,P_CSCF,20260609131000,5,2887,2805,82,1787,1763,24,83,21,2,6188,144.27,53.46,54.31,28972,28028,5,97.16
IMS-CSCF-A01,P_CSCF,20260609131500,5,3015,2957,58,1866,1824,42,79,18,3,6461,158.58,56.47,51.65,30253,28961,8,98.08
IMS-CSCF-A01,P_CSCF,20260609132000,5,2973,2943,30,1840,1819,21,40,9,2,6371,152.34,53.5,52.73,30176,27110,4,98.99
IMS-CSCF-A01,P_CSCF,20260609132500,5,3034,2961,73,1878,1824,54,103,21,3,6503,154.84,55.86,50.97,31135,28541,9,97.59
IMS-CSCF-A01,P_CSCF,20260609133000,5,2714,2679,35,1680,1654,26,48,11,2,5817,143.63,51.16,51.25,27439,25489,5,98.71
IMS-CSCF-A01,P_CSCF,20260609133500,5,2729,2697,32,1689,1671,18,41,8,1,5849,153.23,52.77,52.01,27933,25743,3,98.83
IMS-CSCF-A01,P_CSCF,20260609134000,5,2668,2634,34,1651,1642,9,33,8,2,5717,151.31,49.44,52.1,25974,24747,2,98.73
IMS-CSCF-A01,P_CSCF,20260609134500,5,2792,2725,67,1728,1704,24,74,15,2,5984,154.4,51.3,51.64,27354,26474,4,97.6
IMS-CSCF-A01,P_CSCF,20260609135000,5,2775,2723,52,1718,1674,44,74,16,6,5948,154.87,54.01,55.19,28224,26643,7,98.13
IMS-CSCF-A01,P_CSCF,20260609135500,5,2522,2465,57,1561,1544,17,59,13,2,5404,144.83,49.71,51.9,24592,22894,3,97.74
IMS-CSCF-A01,P_CSCF,20260609140000,5,2595,2526,69,1606,1593,13,63,14,5,5561,129.71,51.43,53.63,25817,24269,2,97.34
IMS-CSCF-A01,P_CSCF,20260609140500,5,2541,2493,48,1573,1538,35,65,14,4,5445,151.86,50.1,51.44,26323,24425,6,98.11
IMS-CSCF-A01,P_CSCF,20260609141000,5,2566,2546,20,1588,1568,20,30,8,2,5499,144.4,46.2,49.57,25753,23683,4,99.22
IMS-CSCF-A01,P_CSCF,20260609141500,5,2701,2638,63,1672,1634,38,77,20,4,5788,143.62,56.94,53.16,27580,25364,8,97.67
IMS-CSCF-A01,P_CSCF,20260609142000,5,2700,2655,45,1671,1637,34,60,16,3,5786,145.25,49.4,52.46,27715,24662,7,98.33
IMS-CSCF-A01,P_CSCF,20260609142500,5,2519,2463,56,1559,1541,18,58,14,2,5399,141.62,47.5,51.72,24541,23646,3,97.78
IMS-CSCF-A01,P_CSCF,20260609143000,5,2709,2692,17,1677,1645,32,39,8,2,5805,142.97,51.21,51.84,27156,,5,99.37
IMS-CSCF-A01,P_CSCF,20260609143500,5,2705,2664,41,1675,1654,21,49,11,2,5798,147.75,49.61,53.14,27826,25855,4,98.48
IMS-CSCF-A01,P_CSCF,20260609144000,5,2797,2718,79,1731,1713,18,78,17,2,5994,137.77,50.73,52.94,27635,25869,3,97.18
IMS-CSCF-A01,P_CSCF,20260609144500,5,2614,2561,53,1618,1605,13,51,12,3,5602,138.2,51.23,52.82,26973,24400,2,97.97
IMS-CSCF-A01,P_CSCF,20260609145000,5,2636,2604,32,1631,1601,30,48,11,,5648,142.4,51.2,51.83,26328,24843,5,98.79
IMS-CSCF-A01,P_CSCF,20260609145500,5,2708,2667,41,1676,1649,27,53,13,2,5803,143.17,49.8,51.36,27266,25862,5,98.49
IMS-CSCF-A01,P_CSCF,20260609150000,5,2568,2510,58,1589,1573,16,58,12,4,5503,133.59,52.1,49.05,25075,24075,3,97.74
IMS-CSCF-A01,P_CSCF,20260609150500,5,2650,2578,72,1640,1619,21,71,17,5,5680,153.27,53.12,51.19,26634,25613,4,97.28
